interval,startTime,endTime,route1,route2,length,width,maxPosAcc,maxNegAcc,usualPosAcc,usualNegAcc,minGap,maxSpeed,headwayTime
5,17903,17903,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17904,17904,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17906,17906,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17908,17908,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17910,17910,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17912,17912,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17914,17914,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17916,17916,road_1_2_8,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17917,17917,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17919,17919,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17921,17921,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17923,17923,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17925,17925,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17927,17927,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17929,17929,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17930,17930,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17932,17932,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17934,17934,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17936,17936,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17938,17938,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17940,17940,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17942,17942,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17943,17943,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17945,17945,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17947,17947,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17949,17949,road_1_2_8,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17951,17951,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17953,17953,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17955,17955,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17956,17956,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17958,17958,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17960,17960,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17962,17962,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17964,17964,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17966,17966,road_1_2_8,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17968,17968,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17969,17969,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17971,17971,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17973,17973,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17975,17975,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17977,17977,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17979,17979,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17980,17980,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17982,17982,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17984,17984,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17986,17986,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17988,17988,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17990,17990,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17992,17992,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17993,17993,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17995,17995,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17997,17997,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,17999,17999,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18001,18001,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18003,18003,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18005,18005,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18006,18006,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18008,18008,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18010,18010,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18012,18012,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18014,18014,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18016,18016,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18018,18018,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18019,18019,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18021,18021,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18023,18023,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18025,18025,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18027,18027,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18029,18029,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18031,18031,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18032,18032,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18034,18034,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18036,18036,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18038,18038,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18040,18040,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18042,18042,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18044,18044,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18045,18045,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18047,18047,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18049,18049,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18051,18051,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18053,18053,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18055,18055,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18057,18057,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18058,18058,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18060,18060,road_1_2_8,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18062,18062,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18064,18064,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18066,18066,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18068,18068,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18070,18070,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18071,18071,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18073,18073,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18075,18075,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18077,18077,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18079,18079,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18081,18081,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18083,18083,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18084,18084,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18086,18086,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18088,18088,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18090,18090,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18092,18092,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18094,18094,road_1_2_8,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18096,18096,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18097,18097,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18099,18099,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18101,18101,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18103,18103,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18105,18105,road_1_2_8,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18107,18107,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18109,18109,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18110,18110,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18112,18112,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18114,18114,road_1_2_8,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18116,18116,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18118,18118,road_1_2_8,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18120,18120,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18122,18122,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18123,18123,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18125,18125,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18127,18127,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18129,18129,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18131,18131,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18133,18133,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18135,18135,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18136,18136,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18138,18138,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18140,18140,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18142,18142,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18144,18144,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18146,18146,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18148,18148,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18149,18149,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18151,18151,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18153,18153,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18155,18155,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18157,18157,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18159,18159,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18161,18161,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18162,18162,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18164,18164,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18166,18166,road_1_2_8,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18168,18168,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18170,18170,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18172,18172,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18174,18174,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18175,18175,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18177,18177,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18179,18179,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18181,18181,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18183,18183,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18185,18185,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18187,18187,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18188,18188,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18190,18190,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18192,18192,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18194,18194,road_1_2_8,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18196,18196,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18198,18198,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18199,18199,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18201,18201,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18203,18203,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18205,18205,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18207,18207,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18209,18209,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18211,18211,road_2_1_2,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18212,18212,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18214,18214,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18216,18216,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18218,18218,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18220,18220,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18222,18222,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18224,18224,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18225,18225,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18227,18227,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18229,18229,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18231,18231,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18233,18233,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18235,18235,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18237,18237,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18238,18238,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18240,18240,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18242,18242,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18244,18244,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18246,18246,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18248,18248,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18250,18250,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18251,18251,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18253,18253,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18255,18255,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18257,18257,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18259,18259,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18261,18261,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18263,18263,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18264,18264,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18266,18266,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18268,18268,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18270,18270,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18272,18272,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18274,18274,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18276,18276,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18277,18277,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18279,18279,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18281,18281,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18283,18283,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18285,18285,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18287,18287,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18289,18289,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18290,18290,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18292,18292,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18294,18294,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18296,18296,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18298,18298,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18300,18300,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18302,18302,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18303,18303,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18305,18305,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18307,18307,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18309,18309,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18311,18311,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18313,18313,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18315,18315,road_1_2_8,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18316,18316,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18318,18318,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18320,18320,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18322,18322,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18324,18324,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18326,18326,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18328,18328,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18329,18329,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18331,18331,road_1_2_8,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18333,18333,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18335,18335,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18337,18337,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18339,18339,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18341,18341,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18342,18342,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18344,18344,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18346,18346,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18348,18348,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18350,18350,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18352,18352,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18354,18354,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18355,18355,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18357,18357,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18359,18359,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18361,18361,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18363,18363,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18365,18365,road_0_1_0,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18367,18367,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18368,18368,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18370,18370,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18372,18372,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18374,18374,road_0_1_0,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18376,18376,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18378,18378,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18380,18380,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18381,18381,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18383,18383,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18385,18385,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18387,18387,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18389,18389,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18391,18391,road_2_1_2,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18393,18393,road_1_0_6,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18394,18394,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18396,18396,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18398,18398,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18400,18400,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18402,18402,road_1_0_1,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18404,18404,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18406,18406,road_1_2_8,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18407,18407,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18409,18409,road_0_1_5,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18411,18411,road_1_2_3,road_1_1_3,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18413,18413,road_1_2_3,road_1_1_0,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18415,18415,road_2_1_7,road_1_1_2,5,2,2,4.5,2,4.5,2.5,11.11,2
5,18417,18417,road_1_0_1,road_1_1_1,5,2,2,4.5,2,4.5,2.5,11.11,2
